product_id,product_name,niche_term,product_category,channel_name,discount_bracket,total_orders,units_sold,total_revenue,avg_unit_price
14351,"Manga Larga PERFECT","Tenis","Adultos","Online Web","20-30% Discount",2,"4.000","713.30","178.3250000000"
14351,"Manga Larga PERFECT","Tenis","Adultos","Other Channels","20-30% Discount",1,"2.000","359.98","179.9900000000"
14374,"Sudadera PERFECT","Tenis","Adultos","Other Channels","10-20% Discount",1,"1.000","219.99","219.9900000000"
14398,"Canguro PERFECT","Tenis","Adultos","Online Web","10-20% Discount",1,"1.000","259.99","259.9900000000"
14408,"Gorra Camionera Minions","minions","Adult","Manual Admin","Deep Discount (>30%)",2,"4.000","279.96","69.9900000000"
14526,"Polera Forza Juve - Ploma para Niño","Juventus","Juventus","Other Channels","10-20% Discount",1,"1.000","99.99","99.9900000000"
14526,"Polera Forza Juve - Ploma para Niño","Juventus","Juventus","Point of Sale","10-20% Discount",1,"1.000","99.99","99.9900000000"
14565,"Polera Hellfire Club","Netflix","Adult","Online Web","20-30% Discount",1,"2.000","299.98","149.9900000000"
14565,"Polera Hellfire Club","Netflix","Adult","Other Channels","20-30% Discount",1,"2.000","299.98","149.9900000000"
14574,"Polera Hellfire Club - Mujer","Netflix","Women","Online Web","20-30% Discount",1,"3.000","449.97","149.9900000000"
14574,"Polera Hellfire Club - Mujer","Netflix","Women","Other Channels","20-30% Discount",1,"6.000","899.94","149.9900000000"
14582,"Polera Hellfire Club - Niño","Netflix","Kids","Manual Admin","20-30% Discount",1,"2.000","270.00","135.0000000000"
14582,"Polera Hellfire Club - Niño","Netflix","Kids","Online Web","20-30% Discount",1,"2.000","270.00","135.0000000000"
14591,"Manga Larga Hellfire Club","Netflix","Adult","Manual Admin","20-30% Discount",1,"1.000","179.99","179.9900000000"
14607,"Gorra Camionera Barcelona FCB - Niño","Other Trends","Barcelona","Online Web","Deep Discount (>30%)",1,"1.000","49.99","49.9900000000"
14612,"Gorra Camionera Barcelona Círculo - Niño","Formula 1","Adultos","Manual Admin","Deep Discount (>30%)",5,"8.000","1279.92","159.9900000000"
14612,"Gorra Camionera Barcelona Círculo - Niño","Formula 1","Adultos","Online Web","Deep Discount (>30%)",2,"2.000","319.39","159.6950000000"
14612,"Gorra Camionera Barcelona Círculo - Niño","Formula 1","Adultos","Other Channels","Deep Discount (>30%)",2,"2.000","209.98","104.9900000000"
14612,"Gorra Camionera Barcelona Círculo - Niño","Formula 1","Adultos","Point of Sale","Deep Discount (>30%)",1,"2.000","319.98","159.9900000000"
14612,"Gorra Camionera Barcelona Círculo - Niño","Other Trends","Barcelona","Manual Admin","Deep Discount (>30%)",5,"8.000","1279.92","159.9900000000"
14612,"Gorra Camionera Barcelona Círculo - Niño","Other Trends","Barcelona","Online Web","Deep Discount (>30%)",2,"2.000","319.39","159.6950000000"
14612,"Gorra Camionera Barcelona Círculo - Niño","Other Trends","Barcelona","Other Channels","Deep Discount (>30%)",2,"2.000","209.98","104.9900000000"
14612,"Gorra Camionera Barcelona Círculo - Niño","Other Trends","Barcelona","Point of Sale","Deep Discount (>30%)",1,"2.000","319.98","159.9900000000"
14612,"Polera Red Bull Racing","Formula 1","Adultos","Manual Admin","20-30% Discount",5,"40.000","6399.60","159.9900000000"
14612,"Polera Red Bull Racing","Formula 1","Adultos","Online Web","20-30% Discount",2,"10.000","1596.95","159.6950000000"
14612,"Polera Red Bull Racing","Formula 1","Adultos","Other Channels","20-30% Discount",2,"10.000","1049.90","104.9900000000"
14612,"Polera Red Bull Racing","Formula 1","Adultos","Point of Sale","20-30% Discount",1,"10.000","1599.90","159.9900000000"
14612,"Polera Red Bull Racing","Other Trends","Barcelona","Manual Admin","20-30% Discount",5,"40.000","6399.60","159.9900000000"
14612,"Polera Red Bull Racing","Other Trends","Barcelona","Online Web","20-30% Discount",2,"10.000","1596.95","159.6950000000"
14612,"Polera Red Bull Racing","Other Trends","Barcelona","Other Channels","20-30% Discount",2,"10.000","1049.90","104.9900000000"
14612,"Polera Red Bull Racing","Other Trends","Barcelona","Point of Sale","20-30% Discount",1,"10.000","1599.90","159.9900000000"
14622,"Gorra Camionera Real Madrid RMCF - Niño","Other Trends","Caps","Manual Admin","Deep Discount (>30%)",1,"1.000","49.99","49.9900000000"
14627,"Gorra Camionera Juventus Centro - Niño","Other Trends","Caps","Manual Admin","Deep Discount (>30%)",1,"2.000","99.98","49.9900000000"
14632,"Gorra Camionera Juventus Lateral - Niño","Other Trends","Caps","Manual Admin","Deep Discount (>30%)",1,"1.000","39.99","39.9900000000"
14637,"Gorra Camionera Barcelona FCB - Negra Completa para Niño","Barcelona","Barcelona","Manual Admin","Deep Discount (>30%)",1,"1.000","49.99","49.9900000000"
14637,"Gorra Camionera Barcelona FCB - Negra Completa para Niño","Barcelona","Barcelona","Online Web","Deep Discount (>30%)",1,"1.000","39.99","39.9900000000"
14637,"Gorra Camionera Barcelona FCB - Negra Completa para Niño","Barcelona","Barcelona","Other Channels","Deep Discount (>30%)",1,"1.000","59.99","59.9900000000"
14639,"Gorra Camionera Barcelona FCB - Blanca Completa para Niño","Barcelona","Barcelona","Online Web","Deep Discount (>30%)",1,"1.000","39.99","39.9900000000"
14643,"Gorra Camionera Barcelona Circulo - Negra Completa para Niño","Barcelona","Barcelona","Online Web","Deep Discount (>30%)",1,"1.000","39.99","39.9900000000"
14647,"Gorra Camionera Barcelona Círculo - Negra con Blanco para Niño","Barcelona","Barcelona","Point of Sale","Deep Discount (>30%)",1,"1.000","59.99","59.9900000000"
14649,"Gorra Camionera Madrid - Negra Completa para Niño","Real Madrid","Destacado","Other Channels","Deep Discount (>30%)",1,"1.000","0.00","0.0000000000"
14649,"Gorra Camionera Madrid - Negra Completa para Niño","Real Madrid","Destacado","Point of Sale","Deep Discount (>30%)",1,"1.000","59.99","59.9900000000"
14653,"Gorra Camionera Madrid - Negra con Blanco para Niño","Real Madrid","Destacado","Other Channels","Deep Discount (>30%)",1,"1.000","49.99","49.9900000000"
14655,"Gorra Camionera Real Madrid RMCF - Negra Completa para Niño","Real Madrid","Destacado","Online Web","Deep Discount (>30%)",1,"1.000","49.99","49.9900000000"
14657,"Gorra Camionera Real Madrid RMCF- Blanca Completa para Niño","Netflix","Women","Other Channels","Deep Discount (>30%)",1,"1.000","0.00","0.0000000000"
14657,"Gorra Camionera Real Madrid RMCF- Blanca Completa para Niño","Netflix","Women","Point of Sale","Deep Discount (>30%)",1,"1.000","59.99","59.9900000000"
14657,"Gorra Camionera Real Madrid RMCF- Blanca Completa para Niño","Real Madrid","Destacado","Other Channels","Deep Discount (>30%)",1,"1.000","0.00","0.0000000000"
14657,"Gorra Camionera Real Madrid RMCF- Blanca Completa para Niño","Real Madrid","Destacado","Point of Sale","Deep Discount (>30%)",1,"1.000","59.99","59.9900000000"
14659,"Gorra Camionera Real Madrid RMCF - Negra con Blanco para Niño","Real Madrid","Destacado","Point of Sale","Deep Discount (>30%)",1,"1.000","59.99","59.9900000000"
14661,"Gorra Camionera Juventus Centro - Negra Completa para Niño","Juventus","Destacado","Point of Sale","Deep Discount (>30%)",1,"1.000","59.99","59.9900000000"
14667,"Gorra Camionera Juventus Lateral - Negra Completa para Niño","Juventus","Destacado","Manual Admin","Deep Discount (>30%)",4,"4.000","219.96","54.9900000000"
14667,"Gorra Camionera Juventus Lateral - Negra Completa para Niño","Juventus","Destacado","Point of Sale","Deep Discount (>30%)",2,"2.000","109.98","54.9900000000"
14669,"Gorra Camionera Juventus Lateral - Blanca Completa para Niño","Juventus","Destacado","Online Web","Deep Discount (>30%)",1,"1.000","39.99","39.9900000000"
14671,"Gorra Camionera Juventus Lateral - Negra con Blanco para Niño","Juventus","Destacado","Point of Sale","Deep Discount (>30%)",1,"1.000","49.99","49.9900000000"
14678,"Polera Mercedes-AMG","Formula 1","Adultos","Manual Admin","20-30% Discount",8,"90.000","11717.28","130.1920000000"
14678,"Polera Mercedes-AMG","Formula 1","Adultos","Online Web","20-30% Discount",8,"90.000","11576.97","128.6330000000"
14678,"Polera Mercedes-AMG","Formula 1","Adultos","Other Channels","20-30% Discount",1,"9.000","1259.91","139.9900000000"
14678,"Polera Mercedes-AMG","Formula 1","Adultos","Point of Sale","20-30% Discount",1,"18.000","2519.82","139.9900000000"
14701,"Polera Mercedes-AMG - Mujer","Formula 1","Mercedes-AMG","Manual Admin","20-30% Discount",2,"4.000","559.96","139.9900000000"
14701,"Polera Mercedes-AMG - Mujer","Formula 1","Mercedes-AMG","Online Web","20-30% Discount",1,"2.000","269.98","134.9900000000"
14721,"Polera Mercedes-AMG - Niño","Formula 1","Mercedes-AMG","Online Web","20-30% Discount",1,"1.000","125.00","125.0000000000"
14741,"Polera George Russell","Formula 1","Adultos","Other Channels","20-30% Discount",1,"1.000","137.00","137.0000000000"
14748,"PopSocket 011","Netflix","Popsocket","Manual Admin","Deep Discount (>30%)",1,"1.000","29.99","29.9900000000"
14750,"PopSocket ABC Lights","Netflix","Popsocket","Manual Admin","Deep Discount (>30%)",1,"1.000","29.99","29.9900000000"
14761,"Gorra Camionera Madrid - Blanca Completa para Niño","Real Madrid","Destacado","Other Channels","Deep Discount (>30%)",1,"2.000","119.98","59.9900000000"
14761,"Gorra Camionera Madrid - Blanca Completa para Niño","Real Madrid","Destacado","Point of Sale","Deep Discount (>30%)",2,"3.000","169.97","56.6566666667"
14797,"Taza Stranger Things","Stranger Things","TV & Movies","Manual Admin","Deep Discount (>30%)",1,"1.000","39.99","39.9900000000"
14803,"Polera Formula 1","Formula 1","Adultos","Manual Admin","20-30% Discount",1,"1.000","149.99","149.9900000000"
14845,"Pack 2 Gorras Real Madrid para Niño con DESCUENTO","Other Trends","Caps","Other Channels","Full Price",1,"1.000","79.99","79.9900000000"
14896,"Polera Box Box Box","Formula 1","Adultos","Manual Admin","20-30% Discount",7,"60.000","8160.00","136.0000000000"
14896,"Polera Box Box Box","Formula 1","Adultos","Online Web","20-30% Discount",2,"12.000","1740.00","145.0000000000"
14896,"Polera Box Box Box","Formula 1","Adultos","Point of Sale","20-30% Discount",1,"6.000","870.00","145.0000000000"
14917,"Polera Tomorrowland","EDM","Adult","Manual Admin","20-30% Discount",1,"1.000","147.00","147.0000000000"
14959,"Polera Scuderia Ferrari Racing Team","Formula 1","Adultos","Manual Admin","20-30% Discount",2,"15.000","2399.85","159.9900000000"
14959,"Polera Scuderia Ferrari Racing Team","Formula 1","Adultos","Online Web","20-30% Discount",2,"6.000","958.17","159.6950000000"
14982,"Polera Scuderia Ferrari Racing Team - Mujer","Formula 1","Women","Manual Admin","20-30% Discount",1,"2.000","319.98","159.9900000000"
14982,"Polera Scuderia Ferrari Racing Team - Mujer","Formula 1","Women","Online Web","20-30% Discount",1,"2.000","318.80","159.4000000000"
14982,"Polera Scuderia Ferrari Racing Team - Mujer","Formula 1","Women","Point of Sale","20-30% Discount",1,"2.000","319.98","159.9900000000"
15002,"Polera Scuderia Ferrari Racing Team - Niño","Formula 1","Niños","Manual Admin","10-20% Discount",1,"2.000","279.98","139.9900000000"
15002,"Polera Scuderia Ferrari Racing Team - Niño","Formula 1","Niños","Online Web","10-20% Discount",1,"2.000","278.80","139.4000000000"
15024,"Manga Larga Red Bull Racing","Formula 1","Adultos","Manual Admin","20-30% Discount",1,"1.000","189.99","189.9900000000"
15072,"Manga Larga Mercedes-AMG","Formula 1","Adultos","Manual Admin","20-30% Discount",1,"1.000","175.00","175.0000000000"
15095,"Sudadera Mercedes-AMG","Formula 1","Adultos","Manual Admin","10-20% Discount",2,"2.000","439.98","219.9900000000"
15165,"Manga Larga Formula 1","Formula 1","Adultos","Online Web","20-30% Discount",2,"2.000","356.65","178.3250000000"
15165,"Manga Larga Formula 1","Formula 1","Adultos","Other Channels","20-30% Discount",1,"1.000","179.99","179.9900000000"
15187,"Sudadera Formula 1","Formula 1","Adultos","Manual Admin","10-20% Discount",1,"1.000","225.00","225.0000000000"
15197,,"Oriente Petrolero","Adult","Manual Admin","Unknown",15,"15.000","599.85","39.9900000000"
15197,,"Oriente Petrolero","Adult","Online Web","Unknown",3,"3.000","119.97","39.9900000000"
15197,,"Oriente Petrolero","Tazas","Manual Admin","Unknown",15,"15.000","599.85","39.9900000000"
15197,,"Oriente Petrolero","Tazas","Online Web","Unknown",3,"3.000","119.97","39.9900000000"
15202,,"Oriente Petrolero","Tazas","Manual Admin","Unknown",6,"6.000","239.94","39.9900000000"
15202,,"Oriente Petrolero","Tazas","Online Web","Unknown",2,"2.000","79.98","39.9900000000"
15204,,"Oriente Petrolero","Tazas","Manual Admin","Unknown",5,"5.000","199.95","39.9900000000"
15204,,"Oriente Petrolero","Tazas","Online Web","Unknown",4,"4.000","159.96","39.9900000000"
15211,"Manga Larga Box Box Box","Formula 1","Adultos","Manual Admin","20-30% Discount",1,"1.000","177.00","177.0000000000"
15258,"Manga Larga Scuderia Ferrari Racing Team","Formula 1","Adultos","Online Web","20-30% Discount",2,"4.000","759.96","189.9900000000"
15280,"Sudadera Scuderia Ferrari Racing Team","Formula 1","Adultos","Online Web","10-20% Discount",2,"2.000","466.66","233.3300000000"
15280,"Sudadera Scuderia Ferrari Racing Team","Formula 1","Adultos","Other Channels","10-20% Discount",1,"1.000","235.00","235.0000000000"
15311,"Canguro Box Box Box","Formula 1","Adultos","Manual Admin","10-20% Discount",1,"3.000","795.00","265.0000000000"
15311,"Canguro Box Box Box","Formula 1","Adultos","Online Web","10-20% Discount",1,"3.000","795.00","265.0000000000"
15311,"Canguro Box Box Box","Formula 1","Adultos","Other Channels","10-20% Discount",1,"3.000","795.00","265.0000000000"
15418,"Polera Martin Garrix","EDM","Adult","Online Web","20-30% Discount",1,"1.000","137.00","137.0000000000"
15514,"Gorra Camionera Red Bull Racing","Formula 1","Adultos","Manual Admin","Deep Discount (>30%)",2,"4.000","259.96","64.9900000000"
15540,"Gorra Camionera Red Bull Racing - Niño","Formula 1","Caps","Manual Admin","Deep Discount (>30%)",2,"4.000","279.96","69.9900000000"
15545,"Gorra Camionera Mercedes-AMG - Niño","Formula 1","Caps","Manual Admin","Deep Discount (>30%)",1,"1.000","69.99","69.9900000000"
15545,"Gorra Camionera Mercedes-AMG - Niño","Formula 1","Caps","Online Web","Deep Discount (>30%)",1,"1.000","69.99","69.9900000000"
15555,"Gorra Camionera Formula 1 - Niño","Formula 1","Formula 1","Manual Admin","Deep Discount (>30%)",1,"1.000","69.99","69.9900000000"
15564,"Gorra Camionera Red Bull Racing - Blanca","EDM","Adult","Manual Admin","Deep Discount (>30%)",1,"1.000","49.99","49.9900000000"
15564,"Gorra Camionera Red Bull Racing - Blanca","Formula 1","Adultos","Manual Admin","Deep Discount (>30%)",1,"1.000","49.99","49.9900000000"
15567,"Gorra Camionera Red Bull Racing - Negra","Formula 1","Adultos","Online Web","Deep Discount (>30%)",3,"6.000","419.94","69.9900000000"
15567,"Gorra Camionera Red Bull Racing - Negra","Formula 1","Adultos","Point of Sale","Deep Discount (>30%)",1,"1.000","69.99","69.9900000000"
15573,"Gorra Camionera Mercedes-AMG - Negra con Blanco","Formula 1","Adultos","Manual Admin","Deep Discount (>30%)",1,"1.000","69.99","69.9900000000"
15573,"Gorra Camionera Mercedes-AMG - Negra con Blanco","Formula 1","Adultos","Online Web","Deep Discount (>30%)",2,"2.000","134.98","67.4900000000"
15573,"Gorra Camionera Mercedes-AMG - Negra con Blanco","Formula 1","Adultos","Point of Sale","Deep Discount (>30%)",1,"1.000","59.99","59.9900000000"
15575,"Gorra Camionera Mercedes-AMG - Negra","EDM","Adult","Manual Admin","Deep Discount (>30%)",2,"2.000","119.98","59.9900000000"
15575,"Gorra Camionera Mercedes-AMG - Negra","EDM","Adult","Online Web","Deep Discount (>30%)",2,"2.000","124.98","62.4900000000"
15575,"Gorra Camionera Mercedes-AMG - Negra","EDM","Adult","Other Channels","Deep Discount (>30%)",2,"2.000","119.98","59.9900000000"
15575,"Gorra Camionera Mercedes-AMG - Negra","Formula 1","Adultos","Manual Admin","Deep Discount (>30%)",2,"2.000","119.98","59.9900000000"
15575,"Gorra Camionera Mercedes-AMG - Negra","Formula 1","Adultos","Online Web","Deep Discount (>30%)",2,"2.000","124.98","62.4900000000"
15575,"Gorra Camionera Mercedes-AMG - Negra","Formula 1","Adultos","Other Channels","Deep Discount (>30%)",2,"2.000","119.98","59.9900000000"
15587,"Gorra Camionera Formula 1 - Negra","Formula 1","Adultos","Manual Admin","Deep Discount (>30%)",3,"3.000","199.97","66.6566666667"
15587,"Gorra Camionera Formula 1 - Negra","Formula 1","Adultos","Online Web","Deep Discount (>30%)",2,"2.000","134.98","67.4900000000"
15590,"Gorra Camionera Formula 1 - Roja","Formula 1","Adultos","Online Web","Deep Discount (>30%)",1,"1.000","69.99","69.9900000000"
15794,"PopSocket Mercedes-AMG","Formula 1","Popsockets","Manual Admin","Deep Discount (>30%)",1,"4.000","119.96","29.9900000000"
15815,"PopSocket Rafael Nadal","Tenis","Popsockets","Online Web","Deep Discount (>30%)",1,"1.000","24.99","24.9900000000"
15821,"PopSocket Wimbledon","Tenis","Popsockets","Online Web","Deep Discount (>30%)",1,"1.000","29.99","29.9900000000"
15900,"Taza Rafael Nadal","Tenis","Rafael Nadal","Manual Admin","Deep Discount (>30%)",1,"1.000","39.99","39.9900000000"
15904,"Taza Roland Garros","Tenis","Roland Garros","Manual Admin","Deep Discount (>30%)",1,"1.000","39.99","39.9900000000"
15906,"Taza Wimbledon","Tenis","Tazas","Manual Admin","Deep Discount (>30%)",1,"1.000","39.99","39.9900000000"
15908,"Taza Roger Federer","Tenis","Roger Federer","Manual Admin","Deep Discount (>30%)",1,"2.000","73.32","36.6600000000"
15908,"Taza Roger Federer","Tenis","Roger Federer","Online Web","Deep Discount (>30%)",1,"2.000","73.32","36.6600000000"
15908,"Taza Roger Federer","Tenis","Roger Federer","Point of Sale","Deep Discount (>30%)",1,"1.000","39.99","39.9900000000"
15911,"Taza Max Verstappen","Formula 1","Red Bull Racing","Online Web","Deep Discount (>30%)",1,"1.000","39.99","39.9900000000"
15911,"Taza Max Verstappen","Formula 1","Red Bull Racing","Point of Sale","Deep Discount (>30%)",1,"1.000","39.99","39.9900000000"
15914,"Taza Checo Perez","Formula 1","Red Bull Racing","Manual Admin","Deep Discount (>30%)",1,"1.000","39.99","39.9900000000"
15914,"Taza Checo Perez","Formula 1","Red Bull Racing","Online Web","Deep Discount (>30%)",1,"1.000","39.99","39.9900000000"
15916,"Taza Red Bull Racing","Formula 1","Red Bull Racing","Manual Admin","Deep Discount (>30%)",1,"1.000","39.99","39.9900000000"
15916,"Taza Red Bull Racing","Formula 1","Red Bull Racing","Online Web","Deep Discount (>30%)",2,"2.000","79.39","39.6950000000"
15916,"Taza Red Bull Racing","Formula 1","Red Bull Racing","Point of Sale","Deep Discount (>30%)",1,"1.000","39.99","39.9900000000"
15918,"Taza Lewis Hamilton","Formula 1","Mercedes-AMG","Point of Sale","Deep Discount (>30%)",1,"1.000","39.99","39.9900000000"
15923,"Taza Mercedes-AMG","Formula 1","Mercedes-AMG","Manual Admin","Deep Discount (>30%)",1,"2.000","79.98","39.9900000000"
15923,"Taza Mercedes-AMG","Formula 1","Mercedes-AMG","Online Web","Deep Discount (>30%)",2,"2.000","79.40","39.7000000000"
15925,"Taza Scuderia Alpha Tauri","Formula 1","Tazas","Online Web","Deep Discount (>30%)",1,"1.000","39.40","39.4000000000"
15928,"Taza McLaren F1 Team","Formula 1","Tazas","Online Web","Deep Discount (>30%)",1,"1.000","39.41","39.4100000000"
15930,"Taza Charles Leclerc","Formula 1","Scuderia Ferrari","Manual Admin","Deep Discount (>30%)",2,"3.000","119.97","39.9900000000"
15930,"Taza Charles Leclerc","Formula 1","Scuderia Ferrari","Online Web","Deep Discount (>30%)",2,"3.000","119.39","39.7966666667"
15931,"Gorra Camionera Tomorrowland","EDM","Adult","Manual Admin","Deep Discount (>30%)",1,"1.000","69.99","69.9900000000"
15932,"Taza Carlos Sainz","Formula 1","Scuderia Ferrari","Point of Sale","Deep Discount (>30%)",1,"1.000","39.99","39.9900000000"
15935,"Taza Scuderia Ferrari","Formula 1","Scuderia Ferrari","Manual Admin","Deep Discount (>30%)",1,"1.000","39.99","39.9900000000"
15935,"Taza Scuderia Ferrari","Formula 1","Scuderia Ferrari","Online Web","Deep Discount (>30%)",1,"2.000","78.80","39.4000000000"
15938,"Taza Formula 1","EDM","Adult","Manual Admin","Deep Discount (>30%)",1,"1.000","39.99","39.9900000000"
15938,"Taza Formula 1","EDM","Adult","Online Web","Deep Discount (>30%)",1,"1.000","34.99","34.9900000000"
15938,"Taza Formula 1","Formula 1","Formula 1","Manual Admin","Deep Discount (>30%)",1,"1.000","39.99","39.9900000000"
15938,"Taza Formula 1","Formula 1","Formula 1","Online Web","Deep Discount (>30%)",1,"1.000","34.99","34.9900000000"
15951,,"Oriente Petrolero","Poleras","Manual Admin","10-20% Discount",25,"104.000","12079.00","116.1442307692"
15951,,"Oriente Petrolero","Poleras","Online Web","10-20% Discount",21,"92.000","11719.08","127.3813043478"
15951,,"Oriente Petrolero","Poleras","Point of Sale","10-20% Discount",1,"8.000","1039.92","129.9900000000"
15954,,"Oriente Petrolero","Adult","Manual Admin","Deep Discount (>30%)",9,"44.000","4719.60","107.2636363636"
15954,,"Oriente Petrolero","Adult","Online Web","Deep Discount (>30%)",10,"48.000","4719.52","98.3233333333"
15954,,"Oriente Petrolero","Poleras","Manual Admin","Deep Discount (>30%)",9,"44.000","4719.60","107.2636363636"
15954,,"Oriente Petrolero","Poleras","Online Web","Deep Discount (>30%)",10,"48.000","4719.52","98.3233333333"
15961,,"Oriente Petrolero","Adult","Manual Admin","10-20% Discount",4,"12.000","1259.88","104.9900000000"
15961,,"Oriente Petrolero","Adult","Online Web","10-20% Discount",3,"9.000","989.91","109.9900000000"
15961,,"Oriente Petrolero","Poleras","Manual Admin","10-20% Discount",4,"12.000","1259.88","104.9900000000"
15961,,"Oriente Petrolero","Poleras","Online Web","10-20% Discount",3,"9.000","989.91","109.9900000000"
15969,,"Oriente Petrolero","Adult","Manual Admin","10-20% Discount",28,"230.000","22922.75","99.6493181818"
15969,,"Oriente Petrolero","Adult","Online Web","10-20% Discount",23,"140.000","13581.95","97.0139285714"
15969,,"Oriente Petrolero","Adult","Other Channels","10-20% Discount",2,"15.000","1499.85","99.9900000000"
15969,,"Oriente Petrolero","Adult","Point of Sale","10-20% Discount",1,"10.000","999.90","99.9900000000"
15969,,"Oriente Petrolero","Poleras","Manual Admin","10-20% Discount",28,"230.000","22922.75","99.6493181818"
15969,,"Oriente Petrolero","Poleras","Online Web","10-20% Discount",23,"140.000","13581.95","97.0139285714"
15969,,"Oriente Petrolero","Poleras","Other Channels","10-20% Discount",2,"15.000","1499.85","99.9900000000"
15969,,"Oriente Petrolero","Poleras","Point of Sale","10-20% Discount",1,"10.000","999.90","99.9900000000"
15976,,"Oriente Petrolero","Poleras","Manual Admin","Deep Discount (>30%)",18,"80.000","7919.20","98.9900000000"
15976,,"Oriente Petrolero","Poleras","Online Web","Deep Discount (>30%)",17,"84.000","7919.16","93.6742105263"
15976,,"Oriente Petrolero","Poleras","Other Channels","Deep Discount (>30%)",1,"16.000","1599.84","99.9900000000"
15976,,"Oriente Petrolero","Poleras","Point of Sale","Deep Discount (>30%)",1,"8.000","799.92","99.9900000000"
15983,,"Oriente Petrolero","Uncategorized","Manual Admin","Full Price",1,"1.000","99.99","99.9900000000"
15990,,"Oriente Petrolero","Poleras","Manual Admin","10-20% Discount",7,"28.000","2759.72","98.5614285714"
15990,,"Oriente Petrolero","Poleras","Online Web","10-20% Discount",18,"72.000","6719.28","93.3233333333"
15990,,"Oriente Petrolero","Poleras","Point of Sale","10-20% Discount",1,"4.000","199.96","49.9900000000"
16025,,"Oriente Petrolero","Poleras","Manual Admin","Deep Discount (>30%)",9,"44.000","5355.60","121.7181818182"
16025,,"Oriente Petrolero","Poleras","Online Web","Deep Discount (>30%)",12,"52.000","6355.48","122.2207692308"
16037,,"Oriente Petrolero","Poleras","Manual Admin","10-20% Discount",10,"64.000","7791.36","121.7400000000"
16037,,"Oriente Petrolero","Poleras","Online Web","10-20% Discount",12,"76.000","9199.16","121.0415789474"
16037,,"Oriente Petrolero","Poleras","Point of Sale","10-20% Discount",1,"8.000","952.00","119.0000000000"
16038,"Gorra Camionera Barcelona FCB - Adulto","Other Trends","Adult","Manual Admin","Deep Discount (>30%)",4,"10.000","279.94","27.9940000000"
16038,"Gorra Camionera Barcelona FCB - Adulto","Other Trends","Adult","Online Web","Deep Discount (>30%)",2,"4.000","99.98","24.9950000000"
16038,"Gorra Camionera Barcelona FCB - Adulto","Other Trends","Adult","Other Channels","Deep Discount (>30%)",1,"4.000","0.00","0.0000000000"
16049,,"Oriente Petrolero","Poleras","Manual Admin","Deep Discount (>30%)",5,"18.000","1829.85","101.6583333333"
16049,,"Oriente Petrolero","Poleras","Online Web","Deep Discount (>30%)",3,"12.000","1229.88","102.4900000000"
16049,,"Oriente Petrolero","Poleras","Point of Sale","Deep Discount (>30%)",3,"15.000","1469.85","97.9900000000"
16051,"Gorra Camionera Madrid - Adulto","Other Trends","Adult","Manual Admin","Deep Discount (>30%)",1,"1.000","49.99","49.9900000000"
16056,"Gorra Camionera Real Madrid RMCF - Adulto","Other Trends","Adult","Manual Admin","Deep Discount (>30%)",4,"12.000","299.94","24.9950000000"
16056,"Gorra Camionera Real Madrid RMCF - Adulto","Other Trends","Adult","Online Web","Deep Discount (>30%)",2,"6.000","0.00","0.0000000000"
16056,"Gorra Camionera Real Madrid RMCF - Adulto","Other Trends","Adult","Other Channels","Deep Discount (>30%)",2,"6.000","149.97","24.9950000000"
16061,,"Oriente Petrolero","Adult","Manual Admin","Deep Discount (>30%)",6,"21.000","2069.79","98.5614285714"
16061,,"Oriente Petrolero","Adult","Online Web","Deep Discount (>30%)",3,"9.000","749.91","83.3233333333"
16061,,"Oriente Petrolero","Adult","Point of Sale","Deep Discount (>30%)",2,"9.000","749.91","83.3233333333"
16061,,"Oriente Petrolero","Poleras","Manual Admin","Deep Discount (>30%)",6,"21.000","2069.79","98.5614285714"
16061,,"Oriente Petrolero","Poleras","Online Web","Deep Discount (>30%)",3,"9.000","749.91","83.3233333333"
16061,,"Oriente Petrolero","Poleras","Point of Sale","Deep Discount (>30%)",2,"9.000","749.91","83.3233333333"
16061,"Gorra Camionera Juventus Centro - Adulto","Apparel","Poleras","Manual Admin","Deep Discount (>30%)",6,"7.000","689.93","98.5614285714"
16061,"Gorra Camionera Juventus Centro - Adulto","Apparel","Poleras","Online Web","Deep Discount (>30%)",3,"3.000","249.97","83.3233333333"
16061,"Gorra Camionera Juventus Centro - Adulto","Apparel","Poleras","Point of Sale","Deep Discount (>30%)",2,"3.000","249.97","83.3233333333"
16061,"Gorra Camionera Juventus Centro - Adulto","Other Trends","Adult","Manual Admin","Deep Discount (>30%)",6,"7.000","689.93","98.5614285714"
16061,"Gorra Camionera Juventus Centro - Adulto","Other Trends","Adult","Online Web","Deep Discount (>30%)",3,"3.000","249.97","83.3233333333"
16061,"Gorra Camionera Juventus Centro - Adulto","Other Trends","Adult","Point of Sale","Deep Discount (>30%)",2,"3.000","249.97","83.3233333333"
16066,"Gorra Camionera Juventus Lateral - Adulto","Other Trends","Adult","Manual Admin","Deep Discount (>30%)",11,"30.000","1299.72","43.3240000000"
16066,"Gorra Camionera Juventus Lateral - Adulto","Other Trends","Adult","Online Web","Deep Discount (>30%)",2,"6.000","159.96","26.6600000000"
16066,"Gorra Camionera Juventus Lateral - Adulto","Other Trends","Adult","Other Channels","Deep Discount (>30%)",1,"4.000","239.96","59.9900000000"
