customer_key,recency_days,frequency,monetary,raw_rfm_score,customer_segment
"40dcde4477accc47dfed3c36ecbfb3d733accbfee0daee93a4c072eb7dfe0fc4",193,1,"69.99",3,"At Risk / Churned"
"40f6bce58190e6f3c9d57126ee0e5cb19643aa0861598727649326939171a385",900,1,"49.99",3,"At Risk / Churned"
"40fb23aca52061a1004eeafdce0a872c9851875cbbb15295cdbb28394557a8c0",1041,1,"90.00",3,"At Risk / Churned"
"411362682739fd3635063eea087a564aa9a1c71fff67ce8580b60212f4a328c6",651,1,"159.98",4,"At Risk / Churned"
"412249cc18f908588b614a341ab66c83e994b1a566e48ee31cf9a1b6e37bc213",763,1,"114.98",4,"At Risk / Churned"
"4123c9f75c81737ce063703ef0b4b91ab12b706c4a6a10bded5f2564314a4078",507,1,"292.99",4,"At Risk / Churned"
"4136f755be01cdb92bb38a1530f82499cb63e8e143343cba08fbc6c693f946d1",614,1,"49.99",3,"At Risk / Churned"
"414064f2b7048dd22eb9efaa3aadd5a9ee7361af4a783d3eb4ec6121e2530427",102,1,"169.97",4,"At Risk / Churned"
"414150fffcef29011b5dc4ab89698fdcbd48c8a304ff1133c50d5f487d8b89cd",516,1,"165.00",4,"At Risk / Churned"
"414b48d40a70cbe3579e29d9bd9bec25e06b937d11e0a9112f217c7237370697",551,1,"49.99",3,"At Risk / Churned"
"417b184cc68aa2d290a6454158459c296857010cff311152fa40c94de111a66c",827,1,"70.00",3,"At Risk / Churned"
"4181765a07ce3f403fb2f2c1664aca1fec5fc4e20832dc3a911c834b1b7e9ece",1056,1,"299.96",4,"At Risk / Churned"
"4192c4eab829ddfeb89a48e54f4e165085b332e4b945f912de7070db0fb514d9",686,1,"319.98",4,"At Risk / Churned"
"419760456b2dcf85694484eeb1976c0d319df0fc67e22f65b2c1e2ca4e76ce3a",538,1,"129.99",4,"At Risk / Churned"
"419fcebaea112c658cc96f007776efc7c86e9acd628884f221bd953beb0b1716",319,1,"299.98",4,"At Risk / Churned"
"41b2e33b842a98d12afff51a08c4b992595c49c51141630f5e71689f29b0a07a",452,1,"179.98",4,"At Risk / Churned"
"41b83e850bf186fce7b9c0cb0c4d40a4b114639c247bb1957049d87e5d5a5d2d",185,1,"189.98",4,"At Risk / Churned"
"41be99cb4474a4879e4d97ccc3e26a44dbe28921ea072b428d42314b3763410d",915,2,"369.98",5,"At Risk / Churned"
"41c82aacaac42947350bc411b4e905d030fc88c17b6db37d25fbdd3785029c0b",55,1,"581.97",6,"Loyal Customers"
"41c9e42f59cfcd2153ae27c165a73f634aa6021613e20588361727a96a2faa69",50,2,"169.97",6,"Loyal Customers"
"423e4290c40845b612a81cd0544b5742c7236d40efec29a318f63a051076770a",337,1,"177.00",4,"At Risk / Churned"
"426e22dfe4a1ced972bc5117706a481c14e0f2fec3bfb17ec4e3364f436a3193",327,1,"269.99",4,"At Risk / Churned"
"42a32fcd54287b51e0823917ca7d592405aa062de69418eedb55b01184350e13",431,1,"165.00",4,"At Risk / Churned"
"42ac896e4f1512812e669c65902769fea138d0a87350abd1ff7c3e825edb15b0",260,1,"169.99",4,"At Risk / Churned"
"42b58edc65df38313deed1ec788a2f75c71762598a187c0d7716437ed86ce6cc",76,2,"234.99",6,"Loyal Customers"
"42cd32ce1a64d315f90030186c5264090f7748490c5590c4a294ea27ccf1601f",830,2,"84.99",4,"At Risk / Churned"
"42da4dc05de8be2a8758251cff6ddd765ed769bf465a400961bbb40308dd6e8c",567,1,"234.99",4,"At Risk / Churned"
"42db316f7d57230d0d6966dd09b003afa4b8afb333762d3d08041706a3ad2a0c",294,2,"504.98",6,"Loyal Customers"
"42fc457687ebe849449a7e44f0838ab3eef1a777316f040e9fe41118b38a6ea9",980,1,"99.99",3,"At Risk / Churned"
"4318b28b05967a43a81e0c89c5c7718f9cdcb97fe7a5e90b0e644c10bd691f60",622,1,"129.99",4,"At Risk / Churned"
"434a984b8bb357fdbf62c8fbe4ef7436b0ece7d1c275ec8c9ad801d46923e358",829,1,"228.98",4,"At Risk / Churned"
"436935c3147e8fc90bed9a2b8fe640d23149fd9008489133b06eb756e3ddb1b4",586,1,"99.98",3,"At Risk / Churned"
"43736b7cafa96c92d1d145bfdf97fc1ae8bad36eef51ba79e1f23f64d745157f",445,1,"59.99",3,"At Risk / Churned"
"437eff28514cfabfbe5aaafdc880d531f96ec29183e2c43f082bb093b854cd89",727,2,"369.38",5,"At Risk / Churned"
"438a4aa05f8065c1a6aeac5ff9eeecc63284f6035d2105e388f227b035c6f3c0",602,1,"115.00",4,"At Risk / Churned"
"439e74aa67ede938141ae96b6383d9552c96240f25f37458a862727711eed3d9",194,2,"209.97",5,"At Risk / Churned"
"43a7fb6b7c7668a241b531bdbabae79520c0fd637b9e557c7ca2ec6230cff2a4",424,1,"222.00",4,"At Risk / Churned"
"43adb01963a3179dbd2e537b072f9be79723cc053e81d86f1084445398dc7d57",578,1,"49.99",3,"At Risk / Churned"
"43c43cd8e73625f151399f4e17fc837b16387a9d31f1e8dee9aa05c290b6464f",113,1,"99.99",3,"At Risk / Churned"
"43d969522a6eabccbe35250b84449ed8f4fb5b6d8f47c1c425803a55f6a42b3a",1027,1,"119.99",4,"At Risk / Churned"
"43e1db0b2cb4a71907853405db276e47faef7a790150157545983b800995c628",452,1,"79.99",3,"At Risk / Churned"
"43ebc65c8b0997497e4594f4bf33b18b968e99e583752ccb5ad92bf522371040",140,1,"89.99",3,"At Risk / Churned"
"43fe0cddcde8179477342771217e43a57118fa0871a9d804e8837cbd511bdb96",1583,1,"116.99",4,"At Risk / Churned"
"442da12c47fc9bc10bea61006ee5253ab2c451324895e95ae582a402e64b8917",448,1,"79.99",3,"At Risk / Churned"
"4459a67ca5533a1354012577fc9e322010693387b52d60eaa14a1c81a8aa7ef5",445,2,"159.98",5,"At Risk / Churned"
"445f64843c78d37ff101e6b1220e672c408c9deca7744a1d9f0d8041a2364051",917,1,"248.00",4,"At Risk / Churned"
"44690cabfea85710e9678b61a4377dc7fbe3b2044539840f11a9553d08d5b71b",671,1,"99.98",3,"At Risk / Churned"
"44697d9745b86b4e50058609ec6ed5b16b61acc037fccf7e76758d4643914024",888,1,"149.98",4,"At Risk / Churned"
"447bda33504563211efea7839f367b258fa97bdfeed1e558993af447b93a268c",431,1,"279.97",4,"At Risk / Churned"
"449a056990d60e4c93ffb228cd1f384613d8e735221a9bd083b7afb464e5420e",251,1,"384.98",4,"At Risk / Churned"
"44a613371ae17eee2ce371c1dda9bb8711b84e40c799a398750827ba79e70235",694,1,"179.99",4,"At Risk / Churned"
"44bcf5ffd47500e9919a6a519b0ab3c49c5748d8626090d7cc482b4bf92e1962",838,1,"70.00",3,"At Risk / Churned"
"44c122a20630888d5d700f95d17d0530a3ca5075829a23c72820f073520eaaea",638,1,"229.97",4,"At Risk / Churned"
"44cc76a00f85eff5e42f93eeed16c1e89be5f5c7eb2612f48aff6db96f910d06",1028,1,"239.99",4,"At Risk / Churned"
"44e22d76b480143a85c3db2cefc705d29183aeb29824a85becc26d3b1249401f",554,1,"399.95",4,"At Risk / Churned"
"44f5a0f6d718cd98bd2c1f10c16a123efd014d00f1b0a29401f94a85f6313628",300,1,"204.99",4,"At Risk / Churned"
"4503cd73f3af59c598669753d9c97da7c82d157b09189f3f5f559dbb9fb87431",368,4,"849.95",6,"Loyal Customers"
"455670d8f3093d63997c84968274ac83b6f65d078844285a4b98aea1da2f0820",454,2,"383.98",5,"At Risk / Churned"
"45be792e236b50d81107de3777b0b22e2e586a361860010e1840e88d6b343ca8",785,1,"119.00",4,"At Risk / Churned"
"45c1f045b56fdd101f8ca92cce4790265118ff1f6b4bb8bf717db7ce9fdee739",827,1,"234.99",4,"At Risk / Churned"
"45cc1a43f74d49d40cba249057e5bc1c19c51d60c7e59835bac0fde366f0c08c",530,1,"146.99",4,"At Risk / Churned"
"45d8777e9401b619c9e7869b9e6d830134ec74fb8d69dc5f839a2a73a952e34c",643,1,"199.98",4,"At Risk / Churned"
"45dd859fd8a6e0287380342719c825d73a7e921aceb5db36cdfe691c57050806",560,1,"129.99",4,"At Risk / Churned"
"460eeb62c952daf12a817c839ca0459e6250e5fef6c9070d085785cb9dc2262c",220,1,"69.99",3,"At Risk / Churned"
"46192ac3ef130e03a828bd1a900d1bc823ff647a6ce93608ac8a19b6771220ab",418,1,"256.98",4,"At Risk / Churned"
"464c5368896f1ccd41a47bc527616c43d0810bd1a13da1bf149e95a79c129629",1034,1,"90.00",3,"At Risk / Churned"
"465b39289eaca54809b527dc839dd5f8c11c76875d8a8c4bf73d3148b4eecd61",510,1,"153.00",4,"At Risk / Churned"
"465d6a78a67469b793ab83137d535126401567216a8c2255d4b5b8b640bc1f06",507,1,"189.98",4,"At Risk / Churned"
"466febc9cf0974f64588d3606efbb7cd4a5b3c73d77c405f97fb3ba6367200da",564,1,"182.99",4,"At Risk / Churned"
"4678b3d475821198febcfa2981ba03f29073ef6c4c314ac875476066b54f1756",411,1,"59.99",3,"At Risk / Churned"
"467c62b4b40841db70d6e1f1df3cc8a687a7d6392658f8d7d0e2286be1dcf302",971,1,"49.99",3,"At Risk / Churned"
"46b62ea2b6e7690ee3e487afe43e2d8943a3f4559cd95c26cd052b849b58adf2",456,1,"169.98",4,"At Risk / Churned"
"46b99f5f710e5ef9c016ed31655597ebb900c8beb86933e4316b87158826467c",1058,1,"229.98",4,"At Risk / Churned"
"46bc11c24e94ca53f20cae5128e7ee304748edac9260fa563b7850d34a852a54",762,1,"49.99",3,"At Risk / Churned"
"46bfba43f280c1452539896845e97008c15545414f82d48efbe1f16334aa8ab5",85,1,"69.99",4,"Potential Loyalist"
"46c6565b99824c060ebd111d9ea9b0e0c91f7e41b421b0f2a4c99ffd1eb9c645",784,1,"59.99",3,"At Risk / Churned"
"47029f2674d84c782539180c2feaaa5f020e8a05c73154c1747a5f54a049ea5d",1046,2,"135.00",5,"At Risk / Churned"
"47041bea57f61acc99e3f04dd4d2cedcb17b8be99c20c02775f7e112a959f7ef",197,1,"69.99",3,"At Risk / Churned"
"472f303ff6e13650cca8d365a6ea46f205c51a24d2e41d7b993e0ae115e4b517",231,1,"196.99",4,"At Risk / Churned"
"476207233a723c40d0f8bb6f5c427e2700d9b136f67c6ad10aa8ea233a8e2e37",1047,1,"45.00",3,"At Risk / Churned"
"4765171498762dd1ee2ee2f4fc0329c7fb5f342647b40df1e0b0ba0883458166",1043,1,"120.00",4,"At Risk / Churned"
"47d63f00564136ea739cc2d3e82102034d49af34947af6b958c9447765a60384",473,2,"674.97",6,"Loyal Customers"
"47eca28a2997c8a3e223cc728f6315da8a8c49b4321a0e9d7d895e95fcbae72a",974,2,"209.97",5,"At Risk / Churned"
"47f306f65c0065891d1857bb0d3ad6ab34eb2a0d8f26db214cafd831354328a2",758,1,"179.98",4,"At Risk / Churned"
"48102be0a9aecc6d3affd43cc383cf07172b85ec822ef263a2dd9c9084d9ef6f",181,2,"614.97",6,"Loyal Customers"
"4821c20b6f0de136ebe6574925484a2750b9c7c81366b3d68b864087e42914d6",398,1,"59.99",3,"At Risk / Churned"
"4833615d720c5dfd41ee04e5076b38b47cd287f2f3dd9da0c265bec02541496f",400,1,"125.00",4,"At Risk / Churned"
"48542aa906c56bacd4eca3ab1d67469005455132878445dfbe06cb0fed5e34af",175,1,"69.99",3,"At Risk / Churned"
"485548772666247bf1a32cb3363a72bf6364533729b7f7c0730b3ab620de5415",890,1,"199.99",4,"At Risk / Churned"
"48593aeb5fcec04f0eabc7b507ee1111cbff470a5b35db963d4108d2013dc1e3",228,1,"329.96",4,"At Risk / Churned"
"486b8f26d08e207f157509f8a6c154446a56d0a19e75165d289c4af4d53da1f0",642,1,"89.98",3,"At Risk / Churned"
"48736430b0b41d63b4d6acfc3cefda425caf3341edaf3dc54274f7a23a412b08",637,1,"264.99",4,"At Risk / Churned"
"487bf77e401e715261294bac572ecdc17f2d9f3f2702bdb33a20fcacd53e6133",59,1,"65.00",4,"Potential Loyalist"
"4899b3eb55fd488f029e3297e3715767e7611617e9bcc24f4b94a479fbcb3662",99,5,"1679.86",7,"Loyal Customers"
"48f6ca133b45466f63669575ad57532ee5b8216f61423a847af01c476950ead3",690,1,"277.99",4,"At Risk / Churned"
"49157fa504c78e7b4e83a5013195028a99701389e44149844abe657c6b460969",509,1,"649.99",5,"At Risk / Churned"
"491a5a3892c4a955ae649a82e0add4b0dfcf0271af856b430060725658eda52d",215,1,"69.99",3,"At Risk / Churned"
"4925bf14019ed5ac83fde9ed0b288f0a4612ab02662b498ff9f1efa14fc12284",519,2,"314.96",5,"At Risk / Churned"
"4942309f7d58eba1a9558adc6cbb48b278e1a959c7678e8dca7beee7cecf13b6",350,2,"316.99",5,"At Risk / Churned"
"495ac706edc36d43ecbed54e1d0a6729dbe9eee90095c1857d78eb1cec025830",320,1,"137.00",4,"At Risk / Churned"
"498a94219fe792119d0589587cc78ac32bdc5c462368623b39b4de6b48461aef",644,1,"49.99",3,"At Risk / Churned"
"499f5d54c027766b9513afbfd7a6691c8d8d620f7054177ee1f5fd128222b954",784,1,"29.99",3,"At Risk / Churned"
"49a00de3919a460b07537b96b0da81c45e80b989f4c6e5b049eae62f78c92e5d",62,1,"79.99",4,"Potential Loyalist"
"49b15a57b86f4595216a9478b9d2e354c63ab3550ffe032cd3cb51ccec611a84",677,1,"145.00",4,"At Risk / Churned"
"49ce5dfba1865e3defd9410c2b5ffc890845d940843c2f0dd25762db46a352dd",697,1,"609.96",5,"At Risk / Churned"
"49eaabec57aef8a858c6c27a478ca2284d954fd662b9daa235a383e3688b48da",175,1,"139.98",4,"At Risk / Churned"
"49f01a302376d973adc604031f28aa51836c206c00c3711859addb6574b19f83",959,1,"99.98",3,"At Risk / Churned"
"4a00b4ce86f4aa216f51af6e8baf4ddb5d02fa93d6b278bb54e0d84fc6265e94",406,2,"269.98",5,"At Risk / Churned"
"4a022b91619b20608a0c8e919710ec461d1d080e55c8cdb3b6adea6b21cefe28",640,1,"99.99",3,"At Risk / Churned"
"4a0599a20f8bcacfdfe297497bf1186d38dc556ff2b90db40befaf4cd5869be1",175,1,"69.99",3,"At Risk / Churned"
"4a07d20590fc109f0c0269e7bd5c5365bb2188b88974679e8ff74bfaf015d704",555,1,"149.98",4,"At Risk / Churned"
"4a0cc6175a0db98c7d36e238bffda0e4802d742ce298d87cc7aa6d9b1148d3ab",54,1,"39.99",4,"Potential Loyalist"
"4a0d93bd1c3814f09544a15f970d5160058f3872254967fe7d57c76c04fa8f97",250,1,"276.99",4,"At Risk / Churned"
"4a20ea437f96ed420dc04f64a25833fa0e6e27aaade816ceb224ea72ca990b52",659,1,"144.99",4,"At Risk / Churned"
"4a712d6ed2250824197e2a13948e0fd1174eeaf0c22f62fbf42dbe387e060f80",504,2,"421.99",5,"At Risk / Churned"
"4a7c1963de017334c391323ffe7189bf4c212fe9d52e5684ce83fedf35728814",529,2,"573.98",6,"Loyal Customers"
"4a8ce5b505224c57c70ac9840cb9b599a8fed22d52d71ad70214260a8cfa5a6b",1059,1,"229.98",4,"At Risk / Churned"
"4ab7aed3ddad3b2596806adfe8f9e9842ad618c8ce887963ead1e498828beb11",510,1,"165.00",4,"At Risk / Churned"
"4ab8b2a666377c8b02534c40191054e921f84ce9c1c3352a9d9c358ea6218233",189,1,"69.99",3,"At Risk / Churned"
"4aead7e98370b52202f69fc65a18ce2f202178e696309787d8b51f3ee3bab887",663,1,"70.00",3,"At Risk / Churned"
"4aefb5035c3cfccb64470b49cca8cc29ce22ba29a151a481d8cf48861362c6f3",209,3,"209.97",5,"At Risk / Churned"
"4af9fe6412fb463fffe22ebb1788128eb222ae88833993dd180e8f41532146be",1027,1,"119.99",4,"At Risk / Churned"
"4aff67766986f0387f95830894245552ab6e9a58473a9339d106519db6273de9",215,2,"139.98",5,"At Risk / Churned"
"4b4cfbd7741a2f87c01f6186f56e26ea226384a90486de900582362c5e6ce0ba",665,1,"239.98",4,"At Risk / Churned"
"4b53352a9c8102b32906d93c7172fce3226dd2a6fc0a0635e96276b31b10377a",1598,1,"116.99",4,"At Risk / Churned"
"4baf773facc6c46e27868e5ec5dc39fa327015ce3133c7d5c7627c2829a53b7a",973,1,"49.99",3,"At Risk / Churned"
"4bbe98467a5ea8825a85b72d95979da57d536cbcee2a7b5f97fa64c3e9e9a1d0",584,1,"49.99",3,"At Risk / Churned"
"4be3c09b1ede43b9521c8e2436531fe8bd736f8a4629f5c3c0ff7a6fa54f2c21",1032,1,"160.00",4,"At Risk / Churned"
"4be3d65a884fd7f687a2a71bef587eef700e659627784051aca4c54da3e786be",454,1,"266.99",4,"At Risk / Churned"
"4bee59ba7664a6209d42d34610ae56e7d89ed5f1219f418dfe4cfceff3663929",351,1,"89.98",3,"At Risk / Churned"
"4c157cc9f6d4cc7a6409243722dffb98a45131bade99ba2a3bc48ac2a272f218",866,1,"155.99",4,"At Risk / Churned"
"4c21bff7b4edcbd74c224b3229634572b04f8cbaef29eec60eed6f76215995e1",340,6,"1779.92",7,"Loyal Customers"
"4c22b7dcb48d27e2e4938bc4c78722a7a6fcf0503451f4082b31a02ec64d28eb",219,2,"274.00",5,"At Risk / Churned"
"4c49640f1b08c466aaa4695f53ca6056f86f3f9ccd8df9776612595725c81afb",52,7,"916.96",8,"Champions"
"4c7dde071ffc2e51dcd5392897ca4867d4fc832d707a33eb7037fa89682e4bf1",1066,1,"89.98",3,"At Risk / Churned"
"4c912019b318c83c005bc192c2773b46b87c34c6a9840d3bf7f18f90a162b768",968,1,"89.98",3,"At Risk / Churned"
"4c9ff132be82b259e15bcd068f91af323eafbf0a3bf4233dfeba881ad5c2f4b6",102,3,"444.94",5,"At Risk / Churned"
"4cc354e8a6b870306ed3a93e85d1ce101b8c66dc291eeb8ad2ffe728d7bffbe0",781,1,"214.98",4,"At Risk / Churned"
"4cca971f96fabb8bb2d374c3e9368a26b21e723df2460066d5aa909437fb0884",895,1,"174.00",4,"At Risk / Churned"
"4cdc1ffba7f97f56332abc6f86bbcf87b9530e20f6f4b9ee3a9b2dda16f76c80",581,1,"149.97",4,"At Risk / Churned"
"4ce143f1adcea880438325fbc4ba23ec810061e2e46273dbebcbe8b1c1789918",1040,1,"45.00",3,"At Risk / Churned"
"4ce9a5f67dd78ac8f49c7841bde37746ea780d4fdee2c27943ac440609da5ec0",584,2,"99.98",4,"At Risk / Churned"
"4cf803599bad05c37a708a3173ac98143f22cc060f7ea2a847d9cfa6ae049059",529,1,"355.00",4,"At Risk / Churned"
"4d2a13d05e2803ed691b7a37718b129c08839bdcd80a5865edbdde4f76fd1fd1",146,1,"59.99",3,"At Risk / Churned"
"4d3f1ddc34f1666555f7244516e3777dd1b96c4540701ad3ae312107b3102e87",696,1,"236.99",4,"At Risk / Churned"
"4d4253c6f89c10386afc03ad03de0de2126e3d06eec0bd200442f6fc195cd7bb",391,2,"253.00",5,"At Risk / Churned"
"4d465126df651729ed86afb74824f4c076c819e88a7b223798642c4a8ae5e980",1049,1,"135.00",4,"At Risk / Churned"
"4d4c1ea7f474d532c9f08bfd005f067469b89cc4350de2f11604c91bd1b0d53a",833,1,"140.00",4,"At Risk / Churned"
"4d50cd8b891448cf4fa9246eb4f11eb017857aea7eb5b728ef15916ab14198db",2,1,"169.99",6,"Loyal Customers"
"4d798f8ebb34299c447a92d61907469e1c30910724bcbebba0498db46dfa58bd",895,1,"29.00",3,"At Risk / Churned"
"4d858b7fea82fd9e36bb499378e54affa9fa739ddf70c27143c734f59c865bcc",782,1,"59.99",3,"At Risk / Churned"
"4dc7aad92cf078f1f0ccee14e8f664df3c22906f6530abfa238c25d2997c7253",397,1,"189.98",4,"At Risk / Churned"
"4de852f218589faafd782bc9f939b568e5e975a2242f99cf0a210af4f758cc27",60,1,"69.99",4,"Potential Loyalist"
"4deae87dfeeba4feafd92ba00870e3044caff0fec6f8806356368534a66b828a",784,1,"79.98",3,"At Risk / Churned"
"4df2dd107d8cffea716c32e7affab38d09b23277d4aca33bd69a47731ccc1741",1075,1,"90.00",3,"At Risk / Churned"
"4dfdb19bdb241927160d2588e18a9fb01c38342309ef2adb3494f92804f60f98",872,1,"145.00",4,"At Risk / Churned"
"4e0adc202bfa874eecf75c738e8b219dccc55a2ebea8a54956a0eefe60166045",174,1,"159.99",4,"At Risk / Churned"
"4e1e64f71bf430f005b9a167d562c3d63bd9337dd78bf7e64b0ad2202215b419",292,1,"59.99",3,"At Risk / Churned"
"4e1fd483ab4529228f6160365e18ac1adf3e4dd7ae0171cec9e1f7992aa2caac",988,1,"45.00",3,"At Risk / Churned"
"4e2145c9a36155fef3db5d2f80f4f7c48f755e0a23238fc2419f2a96c9123e73",419,1,"65.00",3,"At Risk / Churned"
"4e48029fc262629478757faaee68930573fd6a56d63cb69aa1d3f48e87713206",1609,1,"116.99",4,"At Risk / Churned"
"4e4ea8f02bc8db317cd257fda9fe68c69f984fd8d872d6c8a9566c9b9c1734ab",419,1,"137.00",4,"At Risk / Churned"
"4e58367953010829d07ade955e0257eeabf864c17002ad1175014a72a1ae716d",350,1,"279.97",4,"At Risk / Churned"
"4e6ae32d0e84c529eb446914b0e2ecfef89b3e0c43cb3c20dfe8caec9de6f977",442,3,"169.97",5,"At Risk / Churned"
"4e97db34078d4ff3f1f12c05177114fa94b6a046d6959d3090dcd578f6a4dced",57,1,"65.00",4,"Potential Loyalist"
"4e9ae2c30210fa1072639d2f01c1147f52a55e99d9c2769fca24cbdf4bcab095",220,2,"222.00",5,"At Risk / Churned"
"4eadfacd78711e0abcfbd23c8b0bc3c40b9bc5f66aa1785570cce6458ccf4ff6",424,1,"189.98",4,"At Risk / Churned"
"4ebab3b8cd5ee48061da34fa455bd7e9359f4a80d61953878979571fc888559f",276,1,"99.99",3,"At Risk / Churned"
"4ebe6e910a0155c6a5a8e7a4eaa401eafdf345bb014ee10d604a1267506e7e67",947,1,"50.00",3,"At Risk / Churned"
"4ebf8db8a07ac8c1ef2e1cbcdb131d99f6a4c752f600d8e489434528a6ea6365",693,1,"138.00",4,"At Risk / Churned"
"4ec858d49b6f51b4fac0377eb6c69659d22d7bc6c8d23a382381dd530d41c272",691,5,"818.97",7,"Loyal Customers"
"4ecd2f3b539769270736ffd331cba0a1f90898102e6ca24c91977d7d02088db4",142,2,"239.98",5,"At Risk / Churned"
"4efabfaa0971759ee4a4e0a4b578b87ec0658409188bb9fc9426fdf8b88f1cc4",305,1,"145.00",4,"At Risk / Churned"
"4f02c11bfa50dd5aab1c1fe7cc8fe7340c6a4665af0f8f4ee518272ce5e4b8a7",306,1,"149.99",4,"At Risk / Churned"
"4f14d6e4895e95ff87c1a6c8a0915fc317f570b373e6b6f08a1e9af8910377e8",732,1,"279.97",4,"At Risk / Churned"
"4f492b5d68bf1587018b28286d475996b84e7af7676b295971b157163e780716",208,2,"139.98",5,"At Risk / Churned"
"4f4c02f329f6da7e4a5021203e8a1493e47b44c60d5c4dd5d2434f9a6fcde757",425,1,"139.99",4,"At Risk / Churned"
"4f5b2db773ac08913adb0881404233b843d07f8e88c1117a578db3cd764e570a",452,1,"194.99",4,"At Risk / Churned"
"4f625f15d4e04de6d6d91fe9743410d1d3cdc682d90df269f4c0d1a7e9ead8f5",160,1,"119.99",4,"At Risk / Churned"
"4f892737e2748d2d80fbe8b429ade5729c9c4616930933b42bcd984f78c414af",371,1,"199.98",4,"At Risk / Churned"
"4fb46e2fff7f94a1ae5cc416c161a3233f84139588d09ac4d59adc6624047550",342,4,"929.94",6,"Loyal Customers"
"4fe1ebb54ab5180241c637711d8508be32373edde3be3874b22cda81d075ed44",385,1,"59.99",3,"At Risk / Churned"
"4fe6ccf3c43d63caa49d2911cdb27f8a6a887b053ce6f05ae541de85241d0df0",1254,1,"59.99",3,"At Risk / Churned"
"5007d08c11fd70e62ee5bd1aec0a5a017350ff8cded29f732f3df52951e9ec7b",297,1,"339.97",4,"At Risk / Churned"
"504314ec4124539f94ffc4dfd9318d762326179db29a99086eadcc66902edbfa",507,1,"431.00",4,"At Risk / Churned"
"504747809a336cf3a987cdcc926ba852acef19b52eb06cadf4ef91e69ffbd548",268,1,"299.97",4,"At Risk / Churned"
"50574bda601ea624f49d5efa5dcd7741ae2b026c681a963cd2408af46a8bd8be",868,1,"199.99",4,"At Risk / Churned"
"5079ab555fdbebd08ff525f1e58a15a391d9842dbadd60c9bd4e72d45ddfde4b",94,1,"69.99",3,"At Risk / Churned"
"50b10972edc12efee5b7c7cbaeb0d7323077eb07bdd1d52cad85255d454b6352",651,1,"139.98",4,"At Risk / Churned"
"50b9fd126e24263f0b3066178d3bf3a2725fe8ee109cad0e4ccd92c1ad66281d",1014,1,"199.98",4,"At Risk / Churned"
"50c5c304fb6ddff0f2a3abfb07c80e9ee9d46b59c1c46d2d9cf1b321228e9f88",956,3,"159.98",5,"At Risk / Churned"
"50c5c589e3cebb646a737af7b66cf5f80689391c75482f1e5da81b8ce09e1917",1025,1,"134.99",4,"At Risk / Churned"
"5100e0cd5bc50e4e6816532966e349e5e58c372b9e8b2e58abeabd63f31daadb",652,1,"79.98",3,"At Risk / Churned"
"51031e83577e62ad5d5d2f3819f2bb7c2fa6d59574af9695f7874552fd2cdf7a",476,1,"69.99",3,"At Risk / Churned"
"5112386fd025d8b80e5d4231ed10fa146be5fcd54d53dd2b99bf8659012ceec6",340,1,"209.98",4,"At Risk / Churned"
"51c7fcd6889b093cfe547167659d93cdd21e00dd7b6a35f902b66575228af95b",838,1,"70.00",3,"At Risk / Churned"
"51cff975e94804cb1a11391118970dcc90617c17f6203b7fc0da06b174531106",509,1,"139.99",4,"At Risk / Churned"
"51d0c17a3b775eeceecd4bc03a96886166c4b4cf3d21faa71f8e5174bff4a98e",484,1,"59.99",3,"At Risk / Churned"
"51d6f1efb9a5ab32fbce8057b3bfce7788101a203706f6e258424072d796706b",256,1,"2811.91",5,"At Risk / Churned"
"52055a567f0a327767143648fb672eeabae44c04165851bd323f674f945a79c7",516,1,"145.00",4,"At Risk / Churned"
"52055ee571d15b85100d8bc60df250b49bb60205ca1929fc85655e454db04e67",599,4,"809.92",6,"Loyal Customers"
"5216f6605e91ccfb60fdf90f5dd930f0723ffa805ca07918484f83f2a8a46913",420,1,"139.99",4,"At Risk / Churned"
"5222699fa2aba96a8f089e9cf78c4290a4ef82b9202bf9a3418cf0d24df56689",510,1,"129.99",4,"At Risk / Churned"
"5234715aead72ca0de3ab5a8d715a20445df2971d005fca47375d9cbbfc27790",189,3,"209.97",5,"At Risk / Churned"
"523841d67b33298a059015956db775ad497e7c6df85da70718365d360b732dbc",617,1,"129.99",4,"At Risk / Churned"
"523a01b31b45266f7b6d21ee3af2c655a65d2c6e6918821873cd418ec517eda1",550,1,"139.98",4,"At Risk / Churned"
"5267d19b930bccd597b25880133f9ea9a590c0cb7e67372c8062a4ebe3dd6982",665,1,"234.99",4,"At Risk / Churned"
"5285e66d4ed691c9a1a8076cdcf454c193bd60fc7f109157d796fe4d630483b7",200,2,"279.98",5,"At Risk / Churned"
"5289a328729346bfd98f02cb5deab3fdd80456bd716b28b2be4dbc24bc2594a6",417,1,"129.99",4,"At Risk / Churned"
"52916e0ea40666ea1cbb939e6d29584e692b35f3ec24ade81ab43b231443a882",449,2,"154.98",5,"At Risk / Churned"
"529fcd3ff97388032245216384edaefe7b8d376f663ef60e76617d26dfe9ca27",502,1,"356.99",4,"At Risk / Churned"
"52e46fad4753d4e3014ce5f5d8d34f4b17af2caedbaa614abe401bc8562d7115",972,1,"49.99",3,"At Risk / Churned"
"530769ca36671498f03da0e90195484d82c902edef5168f2db07b6285509f4e3",221,1,"69.99",3,"At Risk / Churned"
"532bde02899089b7e87d5bee78011fc32bb13b20025b26bbe7106afdfd93f397",197,2,"139.98",5,"At Risk / Churned"
